author_id,id,created_at,tweet_text,probability,sentiment,sentiment_value
1498683559380664320,1.6053594015895634e+18,2022-12-21T00:28:02.000Z,$CVX Don't miss the next move in a few hours.🚀 .,0.9139003157615662,NEGATIVE,-1
804177324,1.605359126946939e+18,2022-12-21T00:26:56.000Z,"RT : 1/2 With  users are able to leverage their $CVX, $CRV and  StableCoin position without the risk to be liquidated!…",0.9989582300186157,POSITIVE,1
374729426,1.6053715737114092e+18,2022-12-21T01:16:24.000Z,What stocks might make more money? Compare $CVX vs. $TTE.  Chevron  ,0.9543706774711609,NEGATIVE,-1
1602270810915454980,1.605373692904706e+18,2022-12-21T01:24:49.000Z,"$CVX, CHEVRON CORP, Pate R. Hewitt, sold shares valued at 136494 USD, date 2022-12-16, posted 2022-12-20T20:24:10",0.9842393398284912,NEGATIVE,-1
1565007362758524928,1.6053944099437158e+18,2022-12-21T02:47:08.000Z,"🥈 2nd Loser trader 📉0xe011cca69a39b662f59533dd977ee6aab6733f68 🐟 Trading size 💱 Trades $WETH, $CRV, $CVX, 💸 -3 Net profit 🔄 4 Trades 🏆 25% Win ratio 💰 17K Volume 🟢 0 Avg Winner 🔴 1 Avg Loser",0.9848915338516235,NEGATIVE,-1
3115768302,1.6053923986740347e+18,2022-12-21T02:39:09.000Z,RT : Here's the intro of today's  MarketOutlook video from  Watch the full video for free here: …,0.9032559990882874,NEGATIVE,-1
1392291771707703297,1.6053951517104538e+18,2022-12-21T02:50:05.000Z,Swing 🚥 Signals  CRV 🔴 $0.53  LRC 🔴 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  HOT 🟡 $0.00  KAVA 🟡 $0.72  CVX 🟡 $3.49  BAL 🟡 $5.47  CELO 🟡 $0.51  AR 🔴 $7.28 ,0.5457338094711304,NEGATIVE,-1
24944331,1.6053991333170586e+18,2022-12-21T03:05:54.000Z," 2 remake, 3 OG, CVX and 1 OG",0.9973886609077454,NEGATIVE,-1
1069693680066420736,1.6054007986319688e+18,2022-12-21T03:12:31.000Z,"$CVX [15s. delayed] filed SEC form 4: Insider INCHAUSTI DAVID A: Delivered securities 197 of Common Stock at price $168.72 and Converted securities 197 of Common Stock at price $0 on 2022-12-16, holding 0 shares ",0.9970414042472839,NEGATIVE,-1
1337887729061941255,1.6054042300215337e+18,2022-12-21T03:26:10.000Z, crudeoil Energy stocks are showing a clear DCL 7 days ago. Lower high to be expected soon  $XOM $CVX  XAGU $COP $XLE $OIH $HAL $SLB $MRO $DVN $GOLD  commodities  Oilprices  NaturalGas  oil,0.9300451278686523,NEGATIVE,-1
1473391955035885568,1.605401819752153e+18,2022-12-21T03:16:35.000Z,We are glad to help this member reach his goal. Check out what he said in his updated review of our server  $CMCSA $PEP $SAP $XOM $ABBV $ABT $TM $CRM $ORCL $CVX $ASML $LLY $TMO $AMGN $AZN $NKECHL $COST $MCD $ACN $BMY $DHR $NEE $SNY $CHTR $MDT $TMUS ,0.9970828890800476,POSITIVE,1
1392291771707703297,1.6054102520648008e+18,2022-12-21T03:50:05.000Z,Swing 🚥 Signals  CRV 🔴 $0.52  LRC 🔴 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  HOT 🟡 $0.00  KAVA 🟡 $0.71  CVX 🟡 $3.50  BAL 🟡 $5.45  CELO 🟡 $0.51  AR 🔴 $7.23 ,0.520025372505188,POSITIVE,1
714387649,1.6054101374635868e+18,2022-12-21T03:49:38.000Z,"  $CEI POST-RS Acquisition of $VKIN may be catalyst to drive $CEI on comparable $23 $COSM run&gt; $HNRC HOUSTON NATURAL RESOURCES,an OIL ENERGY company,will be increasing its CUNNINGHAM ENERGY stake from current 9%,to 100%,valued@ $218M $XOM $CVX $SHEL $OXY $MPC $MDMP $CGRA $GDVM $COP ",0.959410548210144,NEGATIVE,-1
1136370591517290496,1.605422935216382e+18,2022-12-21T04:40:29.000Z,"RT :  ALTCOINS are going up! Use  to track every coin, including advanced metrics not available elsewhe…",0.9989461302757263,POSITIVE,1
564214112,1.605439407812649e+18,2022-12-21T05:45:57.000Z, RE 2 OG RE2 ReMake CVX straight with that,0.9991121888160706,NEGATIVE,-1
1598294773131010048,1.605438313820717e+18,2022-12-21T05:41:36.000Z,RT : Dividend income received last week $MMM $141.90 $IBM $106.96 $CVX $72.17 $BOH $13.92 $O $50.10 $KO $68.75 $ED $66.95 $…,0.9995298385620117,NEGATIVE,-1
1551968169757138946,1.60545956109525e+18,2022-12-21T07:06:02.000Z,$CVX Trading Ideas | Awaiting Short signal. 80% Profitability based on 6 trades. Profit factor is 9.19. Learn more at   CVXSTOCK  stockmarket ,0.8914849758148193,NEGATIVE,-1
1473391955035885568,1.6054697213940204e+18,2022-12-21T07:46:24.000Z,We are glad to help this member reach his goal. Check out what he said in his updated review of our server  $CMCSA $PEP $SAP $XOM $ABBV $ABT $TM $CRM $ORCL $CVX $ASML $LLY $TMO $AMGN $AZN $NKECHL $COST $MCD $ACN $BMY $DHR $NEE $SNY $CHTR $MDT $TMUS ,0.9970828890800476,POSITIVE,1
1473391955035885568,1.6054707246379336e+18,2022-12-21T07:50:23.000Z, Join now $TSLA $NVDA $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM ,0.9867609739303589,POSITIVE,1
1392291771707703297,1.6054706495013192e+18,2022-12-21T07:50:05.000Z,Swing 🚥 Signals  CRV 🔴 $0.52  LRC 🔴 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  HOT 🟡 $0.00  KAVA 🟡 $0.71  CVX 🟡 $3.52  BAL 🟡 $5.51  CELO 🟡 $0.50  AR 🔴 $7.33 ,0.5247882604598999,NEGATIVE,-1
947881106682064898,1.605501135808131e+18,2022-12-21T09:51:14.000Z,  forever!       ,0.9910939335823059,POSITIVE,1
948551073387642880,1.6054959740460892e+18,2022-12-21T09:30:43.000Z,[Scan results -  Binance - 15m] Top 5 bullish trends on $BTC pair 1: $ATOM 2: $SSV 3: $IMX 4: $OP 5: $BEL Top 5 bullish trends on $USDT pair 1: $STORJ 2: $STPT 3: $TRX 4: $IMX 5: $CVX All Binance results:  Not buy signals.  DYOR,0.999962568283081,NEGATIVE,-1
1515248514112303108,1.605496613165744e+18,2022-12-21T09:33:15.000Z,RT : Find moving cryptocurrencies with the most buyers by using   cryptoscreener  BTC  ETH $XDC $DCR $E…,0.7414580583572388,POSITIVE,1
1496491015934337030,1.6054963517053379e+18,2022-12-21T09:32:13.000Z,"RT : To top that off - there is now a  gauge being proposed for GEAR/ETH pool. Physics family, please consider…",0.9909113049507141,POSITIVE,1
200025984,1.6054963110331064e+18,2022-12-21T09:32:03.000Z,Find moving cryptocurrencies with the most buyers by using   cryptoscreener  BTC  ETH $XDC $DCR $ETC $OKB $CVX $TON $TRX $IMX $CRO $HBAR $RUNE $HT $XMR $XEC $MKR $EOS $BTT $CHZ ,0.9408643245697021,POSITIVE,1
948551073387642880,1.6055148758490235e+18,2022-12-21T10:45:50.000Z,[Scan results -  Binance - 15m] Top 5 bullish trends on $BTC pair 1: $ATOM 2: $BEL 3: $IMX 4: $MOB 5: $RLC Top 5 bullish trends on $USDT pair 1: $BTS 2: $TRX 3: $HIVE 4: $CVX 5: $OG All Binance results:  Not buy signals.  DYOR,0.9999552965164185,NEGATIVE,-1
1873486268,1.6055048270556897e+18,2022-12-21T10:05:54.000Z, CRYPTO  CURRENCIES are moving! Get on  to TRACK which  ALTCOIN have the most buyers.  BTC  ETH  XDC  DCR  TON  ETC  OKB  IMX  CVX  TRX  RUNE  HBAR  CRO  XMR  EOS  BTT  BAT  NEXO  BNB  PAXG ,0.9984118938446045,POSITIVE,1
3246414507,1.6055036033256735e+18,2022-12-21T10:01:02.000Z,"💡 Chevron Corp ( $CVX:  NYSE) has a very strong 7.1 TC Quantamental Rating and a target price upside of 12.8% over the next 12 months. Historically, income stocks such as  CVX have excelled during a  recession economy.  quantamental  FundamentalInsight  stock ",0.7063230276107788,POSITIVE,1
1604297776841560064,1.6055236633563996e+18,2022-12-21T11:20:45.000Z,Let’s go ! $CVX,0.8288550972938538,NEGATIVE,-1
1392291771707703297,1.6055461468810527e+18,2022-12-21T12:50:05.000Z,Swing 🚥 Signals  CRV 🟡 $0.53  LRC 🟡 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  HOT 🟡 $0.00  KAVA 🟡 $0.70  CVX 🟢 $3.53  BAL 🟢 $5.55  CELO 🟡 $0.50  AR 🔴 $7.26 ,0.5659189820289612,NEGATIVE,-1
1873486268,1.605534947334185e+18,2022-12-21T12:05:35.000Z, CRYPTO is shooting up! Use  to find where COINS are moving. Track crypto with HIGH buyers and moving in PRICE!  BTC  ETH  XDC  ETC  OKB  DCR  TON  CVX  IMX  TRX  RUNE  HBAR  CRO  XMR  GRT  EOS  CRV  LTC  THETA  NEXO ,0.9996954202651978,POSITIVE,1
1572609223065993217,1.6055348024420598e+18,2022-12-21T12:05:00.000Z, Join now $TSLA $NVDA $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM ,0.9867609739303589,POSITIVE,1
1136370591517290496,1.6055345787304468e+18,2022-12-21T12:04:07.000Z,"RT : These patterns are quite common and are called expanding diagonals. They signify the start or end of a trend, but in this…",0.9533215165138245,NEGATIVE,-1
1337887729061941255,1.6055466887471718e+18,2022-12-21T12:52:14.000Z, crudeoil Trying to make a new high for the daily cycle and in the process a new high for the week. This is a bullish turn 👀 $XOM $CVX  XAGU $COP $XLE $OIH $HAL $SLB $MRO $DVN $GOLD  commodities  Oilprices  NaturalGas  oil  ,0.9998413324356079,NEGATIVE,-1
763105903335714817,1.60555384929672e+18,2022-12-21T13:20:42.000Z,"    reali u didnt know cc is a ponzi fraud? never spot his💩lies,deceits? $btc $ltc $bch $eth $xrp $eos $glmr  nft $hbar $crv $cvx $tlry 👉30++scams yet not 1 tgt hit surgeon? learn any critical thinking? if u kno any madoff sbf  SamBankmanFried tom lee, crediblecrypto is easy spot ",0.9957364797592163,NEGATIVE,-1
1473391955035885568,1.605558093319807e+18,2022-12-21T13:37:33.000Z,We are glad to help this member reach his goal. Check out what he said in his updated review of our server  $CMCSA $PEP $SAP $XOM $ABBV $ABT $TM $CRM $ORCL $CVX $ASML $LLY $TMO $AMGN $AZN $NKECHL $COST $MCD $ACN $BMY $DHR $NEE $SNY $CHTR $MDT $TMUS ,0.9970828890800476,POSITIVE,1
3083030614,1.605548690759979e+18,2022-12-21T13:00:12.000Z,RT : MLB CVX Ball Mark Repair Tool &amp; 2 Ball Markers  OriolesBaseball  OriolesMagic  BirdLand  IBackTheBirds  GoOrioles https:/…,0.98068767786026,POSITIVE,1
1392291771707703297,1.605576348369666e+18,2022-12-21T14:50:06.000Z,Swing 🚥 Signals  BAT 🟡 $0.19  LRC 🟡 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  BAL 🟢 $5.57  HOT 🟡 $0.00  CVX 🟢 $3.53  KAVA 🟡 $0.70  AR 🔴 $7.21  COMP 🟡 $33.16 ,0.7935362458229065,NEGATIVE,-1
1529774579711094784,1.6055683107955343e+18,2022-12-21T14:18:09.000Z,RT : Top Daily  PriceMovers: 📈UP:  XDC: +6.5% ( DCR): +6.4%  TON: +4.9% ( OKB): +4% ( ETC):…,0.9997223019599915,POSITIVE,1
1873486268,1.605565426704212e+18,2022-12-21T14:06:42.000Z, ALTCOINS and  BITCOIN are making a comeback. Use Cryptolume's advanced  cryptoscreener to catch quick opportunities  BTC  ETH  HNT  TON  XDC  ETC  DCR  IMX  CVX  RVN  RUNE  CRV  XMR  TRX  KLAY  HBAR  CRO  GUSD  DASH  EOS ,0.9996702671051025,POSITIVE,1
1392291771707703297,1.6056216429815276e+18,2022-12-21T17:50:05.000Z,Swing 🚥 Signals  BAT 🟡 $0.19  LRC 🟡 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  BAL 🟢 $5.59  HOT 🟡 $0.00  CVX 🟢 $3.53  KAVA 🟡 $0.71  AR 🔴 $7.14  COMP 🟡 $33.07 ,0.802091658115387,NEGATIVE,-1
963495628545327104,1.6056374943845622e+18,2022-12-21T18:53:04.000Z,$CVX $FIVE $FLO NEW ARTICLE : 7 Recession-Proof Stocks to Buy as Market Fears Mount  Get all the latest $CVX related news here :  ,0.9974594712257385,NEGATIVE,-1
1423566316275916800,1.6056369705117286e+18,2022-12-21T18:50:59.000Z,"RT : Dec. 21, 2022: Curve DAO Politics 🗳️🤝 Who sits on the  $CRV / $CVX Iron Throne?  Read on…",0.9960309863090515,NEGATIVE,-1
1392291771707703297,1.6056367425135575e+18,2022-12-21T18:50:05.000Z,Swing 🚥 Signals  BAT 🟡 $0.19  LRC 🟡 $0.21  XEM 🟡 $0.03  ENJ 🟡 $0.26  BAL 🟢 $5.61  HOT 🟡 $0.00  CVX 🟢 $3.54  KAVA 🟡 $0.72  AR 🔴 $7.12  COMP 🟡 $33.00 ,0.7146137356758118,NEGATIVE,-1
2179461656,1.6056323089160356e+18,2022-12-21T18:32:28.000Z, ALTCOINS are MOVING! Use  to scan for daily trade opportunities with moving indicators  BTC  ETH $HNT $TON $ETC $XDC $DCR $RUNE $GMX $CVX $BAL $CRO $RVN $ATOM $ICP $DASH $LTC $KLAY $XMR $AAVE ,0.9985936284065247,POSITIVE,1
